"t / s";"CH1 / V"
0,05135;7,47475
0,0514;7,47677
0,05145;7,47475
0,0515;7,47475
0,05155;7,47071
0,0516;7,47273
0,05165;7,47071
0,0517;7,47273
0,05175;7,47677
0,0518;7,47273
0,05185;7,47475
0,0519;7,47273
0,05195;7,47475
0,052;7,47475
0,05205;7,47475
0,0521;7,47677
0,05215;7,47071
0,0522;7,47475
0,05225;7,47475
0,0523;7,47475
0,05235;7,47475
0,0524;7,47273
0,05245;7,47475
0,0525;7,47273
0,05255;7,47677
0,0526;7,47475
0,05265;7,47475
0,0527;7,47071
0,05275;7,47475
0,0528;7,46869
0,05285;7,46869
0,0529;7,47475
0,05295;7,46869
0,053;7,47273
0,05305;7,47273
0,0531;7,47475
0,05315;7,47677
0,0532;7,47475
0,05325;7,47677
0,0533;7,47475
0,05335;7,47475
0,0534;7,47677
0,05345;7,47273
0,0535;7,47677
0,05355;7,47273
0,0536;7,47273
0,05365;7,47273
0,0537;7,46869
0,05375;7,46869
0,0538;7,47475
0,05385;7,47071
0,0539;7,47071
0,05395;7,47071
0,054;7,47273
0,05405;7,47273
0,0541;7,47071
0,05415;7,47475
0,0542;7,47071
0,05425;7,47677
0,0543;7,47475
0,05435;7,47273
0,0544;7,47475
0,05445;7,47273
0,0545;7,47273
0,05455;7,46869
0,0546;7,47273
0,05465;7,47071
0,0547;7,47273
0,05475;7,47273
0,0548;7,47475
0,05485;7,47677
0,0549;7,47475
0,05495;7,47677
0,055;7,47273
0,05505;7,47273
0,0551;7,47273
0,05515;7,48081
0,0552;7,47475
0,05525;7,47879
0,0553;7,47273
0,05535;7,47071
0,0554;7,47677
0,05545;7,47071
0,0555;7,47677
0,05555;7,47677
0,0556;7,47475
0,05565;7,47273
0,0557;7,47475
0,05575;7,47475
0,0558;7,47071
0,05585;7,47071
0,0559;7,47071
0,05595;7,47475
0,056;7,47475
0,05605;7,47677
0,0561;7,47273
0,05615;7,47273
0,0562;7,47071
0,05625;7,47475
0,0563;7,46667
0,05635;7,47475
0,0564;7,47475
0,05645;7,47475
0,0565;7,47475
0,05655;7,47677
0,0566;7,47273
0,05665;7,47071
0,0567;7,47071
0,05675;7,47475
0,0568;7,47677
0,05685;7,47879
0,0569;7,47273
0,05695;7,47475
0,057;7,47273
0,05705;7,47677
0,0571;7,47273
0,05715;7,47475
0,0572;7,47273
0,05725;7,47273
0,0573;7,47475
0,05735;7,47475
0,0574;7,47475
0,05745;7,47273
0,0575;7,47071
0,05755;7,47273
0,0576;7,47475
0,05765;7,47071
0,0577;7,46667
0,05775;7,46869
0,0578;7,46869
0,05785;7,47273
0,0579;7,47273
0,05795;7,47475
0,058;7,46869
0,05805;7,47071
0,0581;7,47677
0,05815;7,47273
0,0582;7,46667
0,05825;7,47475
0,0583;7,47273
0,05835;7,47071
0,0584;7,47475
0,05845;7,46667
0,0585;7,47071
0,05855;7,47273
0,0586;7,47071
0,05865;7,47475
0,0587;7,47273
0,05875;7,47677
0,0588;7,47475
0,05885;7,47071
0,0589;7,47475
0,05895;7,47273
0,059;7,47475
0,05905;7,47475
0,0591;7,47273
0,05915;7,47273
0,0592;7,47273
0,05925;7,47475
0,0593;7,47475
0,05935;7,47475
0,0594;7,47475
0,05945;7,47475
0,0595;7,46869
0,05955;7,47273
0,0596;7,47475
0,05965;7,47273
0,0597;7,47071
0,05975;7,47475
0,0598;7,46869
0,05985;7,47071
0,0599;7,47475
0,05995;7,47071
0,06;7,47475
0,06005;7,47475
0,0601;7,47273
0,06015;7,47273
0,0602;7,47071
0,06025;7,47273
0,0603;7,47273
0,06035;7,47273
0,0604;7,47475
0,06045;7,47475
0,0605;7,47475
0,06055;7,47071
0,0606;7,47071
0,06065;7,47677
0,0607;7,47677
0,06075;7,47475
0,0608;7,47475
0,06085;7,47677
0,0609;7,47273
0,06095;7,47071
